id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
24579;question;Que parvient Mia à faire après plusieurs essais ?;glisser toute seule sans tomber;faire des sauts périlleux;patiner en arrière;gagner une course;24567;L
24580;question;Que font des enfants plus expérimentés autour d'elle ?;ils tournent gracieusement en musique;ils tombent souvent;ils restent immobiles;ils regardent seulement;24567;L
24581;question;Comment Mia se sent-elle en terminant cette sortie ?;très fière;triste;fatiguée et déçue;en colère;24567;L
24582;question;Sur quoi Mia patine-t-elle ?;la glace;le bitume;l'herbe;le sable;24567;L
24583;question;Combien d'essais faut-il à Mia avant de réussir à glisser seule ?;plusieurs essais;un seul essai;aucun, elle réussit du premier coup;on ne sait pas;24567;L
24584;question;"Que veut dire ""maladroite"" dans le texte ?";qui manque d'aisance dans les gestes;très habile;très rapide;très calme;24567;V
24585;question;"Que veut dire ""gracieusement"" dans le texte ?";avec élégance et légèreté;maladroitement;avec lenteur et difficulté;en tombant souvent;24567;V
24586;question;Pourquoi Mia tombe-t-elle au début de la séance ?;c'est sa première fois et elle n'a pas encore l'équilibre;la glace est cassée;son papa l'a poussée;ses patins sont cassés;24567;I
24587;question;Qu'est-ce qui montre que Mia a fait de vrais progrès ce jour-là ?;elle passe de maladroite à capable de glisser seule;elle tombe de plus en plus au fil de la séance;elle refuse de continuer après sa chute;elle quitte la patinoire dès le début;24567;I
24588;passage;Léon grimpe tout en haut d'une colline recouverte de neige fraîche, sa luge rouge sous le bras. En bas de la pente, sa soeur et son papa l'attendent en riant déjà d'avance. Bien installé sur sa luge, Léon prend son élan en poussant fort avec ses pieds. La luge dévale la pente à toute vitesse, soulevant une petite poudreuse de neige. Léon rit aux éclats pendant toute la descente, les joues rougies par le froid. Arrive en bas, il s'arrête tout près de sa soeur qui applaudit sa performance. Sans perdre une seconde, Léon remonte la colline pour recommencer une nouvelle descente. Il refait ainsi le trajet une bonne dizaine de fois avant la tombée de la nuit.;;;;;;
24589;question;Où Léon monte-t-il ?;en haut d'une colline enneigée;en haut d'un immeuble;sur un toit;dans un arbre;24588;L
24590;question;De quelle couleur est la luge de Léon ?;rouge;bleue;verte;jaune;24588;L
24591;question;Qui attend Léon en bas de la pente ?;sa soeur et son papa;sa maîtresse;sa classe;personne;24588;L
24592;question;Comment sa soeur et son papa attendent-ils Léon ?;en riant déjà d'avance;en s'inquiétant;en dormant;en criant de peur;24588;L
24593;question;Comment Léon prend-il son élan ?;en poussant avec ses pieds;avec l'aide de son papa;en sautant;il ne prend pas d'élan;24588;L
24594;question;Comment la luge dévale-t-elle la pente ?;à toute vitesse;très lentement;elle ne bouge pas;en zigzag;24588;L
24595;question;Que soulever la luge en descendant ?;une petite poudreuse de neige;des cailloux;de la boue;rien du tout;24588;L
24596;question;Que fait Léon pendant la descente ?;il rit aux éclats;il pleure;il ferme les yeux et crie;il reste silencieux;24588;L
24597;question;Comment sont les joues de Léon pendant la descente ?;rougies par le froid;toutes pâlies;couvertes de neige;sales;24588;L
24598;question;Où Léon s'arrête-t-il en bas ?;tout près de sa soeur;au milieu de la pente;loin de tout le monde;dans un arbre;24588;L
24599;question;Que fait la soeur de Léon en le voyant arriver ?;elle applaudit sa performance;elle se moque de lui;elle pleure;elle repart sans rien dire;24588;L
24600;question;Que fait Léon après chaque descente ?;il remonte pour recommencer;il rentre à la maison;il pleure de fatigue;il donne sa luge à sa soeur;24588;L
24601;question;Combien de fois Léon refait-il le trajet environ ?;une dizaine de fois;une seule fois;deux fois;il ne compte pas;24588;L
24602;question;Jusqu'à quand Léon continue-t-il de faire des descentes ?;jusqu'à la tombée de la nuit;jusqu'au déjeuner;quelques minutes seulement;jusqu'à ce qu'il pleuve;24588;L
24603;question;Sur quoi Léon glisse-t-il ?;la neige;l'herbe;le sable;l'eau;24588;L
24604;question;Que porte Léon sous le bras en montant la colline ?;sa luge;un sac de vêtements chauds;une pelle;rien du tout;24588;L
24605;question;"Que veut dire ""dévale"" dans le texte ?";descend très vite;monte lentement;reste immobile;recule;24588;V
24606;question;"Que veut dire ""poudreuse"" dans le texte ?";de la neige fine et légère;de la neige fondue en eau;de la glace dure;de la pluie fine;24588;V
24607;question;Pourquoi les joues de Léon sont-elles rougies ?;à cause du froid et de l'effort;il a de la fièvre;il a trop mangé;il est en colère;24588;I
24608;question;Qu'est-ce qui montre que Léon adore la luge ?;il refait la descente une dizaine de fois de suite;il abandonne après une seule descente;il préfère rentrer au chaud;il pleure à chaque descente;24588;I
24609;passage;Anna s'installe confortablement autour d'un grand feu de camp avec toute sa famille, un soir d'été. Les flammes orangées dansent et crépitent doucement dans l'obscurité grandissante de la nuit. Assise sur un tronc d'arbre, Anna fait griller un marshmallow au bout d'un long bâton. Son papa raconte alors une histoire mystérieuse qui donne des frissons à tous les enfants. Au-dessus d'eux, des milliers d'étoiles scintillent dans un ciel parfaitement dégage. Anna entend au loin le chant grave d'un hibou cache quelque part dans les arbres. Tout le monde finit par chanter ensemble une chanson connue de tous. Anna se sent particulièrement bien, blottie près de la chaleur du feu.;;;;;;
24610;question;Avec qui Anna s'installe-t-elle autour du feu ?;sa famille;sa classe;ses voisins;personne;24609;L
24611;question;Quand se passe cette scène ?;un soir d'été;un matin d'hiver;en plein après-midi;un jour de pluie;24609;L
24612;question;Comment sont les flammes ?;orangées et elles dansent;éteintes;bleues;toutes petites et invisibles;24609;L
24613;question;Que font les flammes en plus de danser ?;elles crépitent doucement;elles font un bruit assourdissant;elles restent totalement silencieuses;elles sifflent;24609;L
24614;question;Où Anna est-elle assise ?;sur un tronc d'arbre;sur une chaise pliante;à même le sol;sur les genoux de son papa;24609;L
24615;question;Que fait griller Anna ?;un marshmallow;une saucisse;une pomme;du pain;24609;L
24616;question;Avec quoi Anna fait-elle griller le marshmallow ?;un long bâton;une fourchette;ses mains;une pince en métal;24609;L
24617;question;Qui raconte une histoire mystérieuse ?;le papa d'Anna;la maman d'Anna;sa mamie;personne;24609;L
24618;question;Quel effet à cette histoire sur les enfants ?;elle leur donne des frissons;elle les endort;elle les ennuie;elle les fait rire;24609;L
24619;question;Comment est le ciel au-dessus d'eux ?;parfaitement dégage avec des étoiles;couvert de nuages;plein de brouillard;orageux;24609;L
24620;question;Quel animal Anna entend-elle au loin ?;un hibou;un loup;un chien;un chat;24609;L
24621;question;Où se trouve le hibou ?;cache dans les arbres;tout près du feu;dans une grotte;on ne sait pas où il est;24609;L
24622;question;Que fait tout le monde à un moment ?;chanter une chanson ensemble;danser;dormir tout de suite;partir se coucher;24609;L
24623;question;Comment Anna se sent-elle près du feu ?;particulièrement bien;elle a froid;elle a peur;elle s'ennuie;24609;L
24624;question;Où Anna est-elle blottie ?;près de la chaleur du feu;loin du feu;dans une tente;dans la voiture;24609;L
24625;question;Quel événement rassemble Anna et sa famille ce soir-là ?;un feu de camp;un anniversaire;un repas au restaurant;une fête de village;24609;L
24626;question;"Que veut dire ""crépitent"" dans le texte ?";font un petit bruit sec et répète;restent complètement silencieuses;sentent très fort;changent de couleur;24609;V
24627;question;"Que veut dire ""scintillent"" dans le texte ?";brillent avec de petits éclats;sont invisibles;sont très grosses;se déplacent vite;24609;V
24628;question;Pourquoi l'histoire du papa donne-t-elle des frissons aux enfants ?;elle est racontée de façon mystérieuse et impressionnante;elle est très drôle;elle est ennuyeuse;elle est trop longue;24609;I
24629;question;Qu'est-ce qui montre qu'Anna se sent bien ce soir-là ?;elle se sent particulièrement bien près du feu;elle a hâte de rentrer;elle s'ennuie tout le long;elle a très froid malgré le feu;24609;I
24630;passage;Félix part camper sous la tente pendant une semaine avec ses parents, au bord d'un grand lac. Dès leur arrivée, toute la famille s'active pour monter la tente sur un emplacement plat. Félix aide son papa à planter solidement chaque piquet dans le sol un peu sec. Avec une pompe manuelle, il gonfle ensuite avec application son matelas gonflable préféré. Le soir, la famille dîne dehors, installée autour d'une petite table pliante. Une fois la nuit tombée, Félix entend le concert des grenouilles qui chantent près du lac. Blotti dans son sac de couchage bien chaud, il s'endort rapidement, bercée par ces bruits familiers. Félix adore par-dessus tout dormir ainsi en pleine nature.;;;;;;
24631;question;Où Félix part-il camper ?;sous une tente;dans un hôtel;chez sa mamie;dans une caravane;24630;L
24632;question;Combien de temps dure ce séjour de camping ?;une semaine;un seul jour;un mois;un week-end seulement;24630;L
24633;question;Près de quoi installent-ils le camp ?;un grand lac;la mer;la montagne;une rivière gelée;24630;L
24634;question;Que fait toute la famille dès leur arrivée ?;elle monte la tente;elle se baigne d'abord;elle prépare le repas;elle part se promener;24630;L
24635;question;Où installent-ils la tente ?;sur un emplacement plat;sur une pente raide;dans l'eau;sur des rochers;24630;L
24636;question;Que fait Félix pour aider son papa ?;il plante les piquets;il cuisine le repas;il conduit la voiture;il monte la table;24630;L
24637;question;Comment est le sol où ils plantent les piquets ?;un peu sec;très boueux;gelé;recouvert de sable;24630;L
24638;question;Avec quoi Félix gonfle-t-il son matelas ?;une pompe manuelle;sa bouche;un compresseur électrique;rien, il ne le gonfle pas;24630;L
24639;question;Où la famille dîne-t-elle le soir ?;dehors, autour d'une table pliante;dans la voiture;dans la tente;au restaurant;24630;L
24640;question;Qu'entend Félix une fois la nuit tombée ?;le concert des grenouilles;des voitures;de la musique;des oiseaux seulement;24630;L
24641;question;Où chantent les grenouilles ?;près du lac;loin du campement;dans la tente;dans les arbres;24630;L
24642;question;Dans quoi Félix dort-il ?;un sac de couchage;un grand lit;un hamac;un canapé;24630;L
24643;question;Comment Félix s'endort-il ?;rapidement, berce par les bruits;avec beaucoup de difficulté;en pleurant;il ne dort pas de la nuit;24630;L
24644;question;Comment Félix trouve-t-il le camping ?;il adore ça;il déteste ça;il a peur;il s'ennuie;24630;L
24645;question;Avec qui Félix part-il camper ?;ses parents;sa classe;ses cousins;seul;24630;L
24646;question;Qu'est-ce que Félix gonfle avec la pompe ?;son matelas;un ballon;une bouée;un pneu de vélo;24630;L
24647;question;"Que veut dire ""s'active"" dans le texte ?";se met au travail avec énergie;reste immobile;dort;se dispute;24630;V
24648;question;"Que veut dire ""avec application"" dans le texte ?";avec soin et concentration;n'importe comment;avec paresse;avec colère;24630;V
24649;question;Pourquoi Félix aide-t-il son papa à planter les piquets ?;pour que la tente tienne bien et ne s'envole pas;parce qu'il n'a rien d'autre à faire;parce que son papa n'y arrive pas seul;par obligation stricte de ses parents;24630;I
24650;question;Qu'est-ce qui montre que Félix apprécie particulièrement ce mode de vie ?;il adore par-dessus tout dormir en pleine nature;il a hâte de rentrer chez lui;il se plaint du bruit des grenouilles;il préfère dormir dans un hôtel;24630;I
24651;passage;Louis part à la pêche avec son grand-père très tôt un matin de printemps. Ils s'installent silencieusement au bord d'une rivière calme, entourée de roseaux. Louis tient fermement sa canne à pêche, les yeux fixés sur le bouchon flottant. Il patiente longtemps, sans faire le moindre bruit pour ne pas effrayer les poissons. Soudain, quelque chose tire violemment sur le fil, ce qui surprend beaucoup Louis. Avec l'aide de son grand-père, il remonte lentement un joli poisson argenté. Fier de sa prise, Louis observe un instant le poisson avant de le relâcher doucement dans l'eau. Son grand-père le félicite chaleureusement pour sa première prise.;;;;;;
24652;question;Avec qui Louis part-il à la pêche ?;son grand-père;son papa;sa mamie;sa classe;24651;L
24653;question;Quand partent-ils à la pêche ?;très tôt un matin de printemps;le soir en été;à midi en hiver;la nuit;24651;L
24654;question;Où s'installent-ils ?;au bord d'une rivière calme;sur un bateau en mer;au bord d'un lac gelé;dans la forêt;24651;L
24655;question;De quoi la rivière est-elle entourée ?;de roseaux;de rochers;de sable;de neige;24651;L
24656;question;Que tient fermement Louis ?;sa canne à pêche;un filet;un seau;une épuisette;24651;L
24657;question;Sur quoi Louis fixe-t-il les yeux ?;le bouchon flottant;son grand-père;la rivière entière;un livre;24651;L
24658;question;Pourquoi Louis reste-t-il silencieux ?;pour ne pas effrayer les poissons;il n'a rien à dire;il est fatigué;son grand-père le lui interdit;24651;L
24659;question;Que se passe-t-il soudainement ?;quelque chose tire sur le fil;il commence à pleuvoir;le fil se casse;Louis tombe à l'eau;24651;L
24660;question;Comment Louis réagit-il à cette secousse ?;il est surpris;il n'y prête pas attention;il lâche sa canne;il rit fort;24651;L
24661;question;Qui aide Louis à remonter le poisson ?;son grand-père;personne, il le fait seul;un autre pêcheur;sa mamie;24651;L
24662;question;Comment Louis remonte-t-il le poisson ?;lentement;très brusquement;en courant;en jetant sa canne;24651;L
24663;question;De quelle couleur est le poisson ?;argenté;rouge;vert;noir;24651;L
24664;question;Que fait Louis avant de relâcher le poisson ?;il l'observe un instant;il le photographie;il le montre à tout le village;il le pèse;24651;L
24665;question;Comment Louis relâche-t-il le poisson ?;doucement;brutalement;il ne le relâche pas;en le jetant de loin;24651;L
24666;question;Que fait le grand-père de Louis après la prise ?;il le félicite chaleureusement;il se fâche;il rit de lui;il part sans rien dire;24651;L
24667;question;Quelle est cette prise pour Louis ?;sa première prise;sa dixième prise;il n'a rien attrape;une prise ratée;24651;L
24668;question;"Que veut dire ""patiente"" dans le texte ?";attend calmement sans s'impatienter;s'ennuie fortement;s'endort;abandonne rapidement;24651;V
24669;question;"Que veut dire ""chaleureusement"" dans ce contexte ?";avec beaucoup de gentillesse et d'enthousiasme;froidement;brièvement;avec ironie;24651;V
24670;question;Pourquoi Louis et son grand-père restent-ils silencieux au bord de l'eau ?;le bruit ferait fuir les poissons;ils sont fatigués de parler;ils se sont disputés;ils n'ont rien à se dire;24651;I
24671;question;Qu'est-ce qui montre que Louis respecte la nature ?;il relâche doucement le poisson qu'il a attrapé;il garde le poisson pour le manger;il jette le poisson n'importe comment;il attrape le plus de poissons possible;24651;I
24672;passage;Charlotte monte à cheval pour la toute première fois, dans un centre équestre proche de chez elle. Avant de commencer, elle caresse doucement la crinière épaisse d'un poney brun nomme Cannelle. La monitrice aide patiemment Charlotte à s'installer correctement en selle. Une fois assise, Charlotte tient fermement les rênes de ses deux mains, un peu nerveuse. Le poney avance tranquillement dans le manège, guidé par la voix rassurante de la monitrice. Petit à petit, Charlotte apprend à faire trotter Cannelle en douceur. à la fin de la séance, elle offre fièrement une carotte à son nouveau compagnon. Charlotte ne pense plus qu'à une chose : revenir le plus vite possible.;;;;;;
24673;question;Où Charlotte monte-t-elle à cheval ?;un centre équestre;une ferme;un zoo;un cirque;24672;L
24674;question;Que fait Charlotte avant de commencer ?;elle caresse la crinière du poney;elle nourrit le poney;elle brosse le poney;elle observe seulement de loin;24672;L
24675;question;De quelle couleur est le poney ?;brun;blanc;noir;gris;24672;L
24676;question;Comment s'appelle le poney ?;Cannelle;Fraise;Réglisse;Noisette;24672;L
24677;question;Qui aide Charlotte à s'installer en selle ?;la monitrice;sa maman;son papa;personne;24672;L
24678;question;Que tient Charlotte une fois assise ?;les rênes;la selle;un bâton;une carotte;24672;L
24679;question;Comment Charlotte se sent-elle en tenant les rênes ?;un peu nerveuse;totalement confiante;en colère;endormie;24672;L
24680;question;Comment le poney avance-t-il dans le manège ?;tranquillement;en courant;en refusant d'avancer;en sautant;24672;L
24681;question;Qui guide le poney par la voix ?;la monitrice;Charlotte;personne;un autre cavalier;24672;L
24682;question;Qu'apprend Charlotte petit à petit ?;à faire trotter le poney;à galoper vite;à faire des sauts d'obstacles;à monter sans selle;24672;L
24683;question;Comment Charlotte fait-elle trotter le poney ?;en douceur;brutalement;elle n'y arrive pas;avec l'aide d'un fouet;24672;L
24684;question;Que fait Charlotte à la fin de la séance ?;elle offre une carotte au poney;elle brosse le poney;elle repart immédiatement;elle pleure de fatigue;24672;L
24685;question;Comment Charlotte offre-t-elle la carotte ?;fièrement;avec indifférence;avec dégoût;en pleurant;24672;L
24686;question;Comment Charlotte appelle-t-elle le poney à la fin ?;son nouveau compagnon;un animal comme un autre;une bête dangereuse;un jouet vivant;24672;L
24687;question;À quoi Charlotte pense-t-elle après cette séance ?;revenir le plus vite possible;ne plus jamais remonter à cheval;changer d'activité;oublier cette expérience;24672;L
24688;question;Quelle activité Charlotte découvre-t-elle ?;l'équitation;la natation;le vélo;la danse;24672;L
24689;question;"Que veut dire ""rassurante"" dans le texte ?";qui apaise, qui enlève la peur;qui fait peur;qui est très forte;qui est silencieuse;24672;V
24690;question;"Que veut dire ""compagnon"" dans le texte ?";un ami avec qui on partage un moment;un simple objet;un adversaire;un inconnu;24672;V
24691;question;Pourquoi Charlotte est-elle un peu nerveuse au début ?;c'est sa toute première fois à cheval;le poney est agressif;elle n'aime pas les animaux;la monitrice est sévère avec elle;24672;I
24692;question;Qu'est-ce qui montre que Charlotte a adoré cette expérience ?;elle ne pense qu'à revenir le plus vite possible;elle ne veut plus jamais remonter;elle est restée indifférente durant la séance;elle a eu peur du poney toute la séance;24672;I
24693;passage;Gabriel joue tranquillement dehors quand de gros nuages noirs envahissent soudain le ciel. Sans perdre une minute, il enfile ses bottes jaunes et son imperméable avant que la pluie ne redouble. Dès les premières gouttes, Gabriel saute joyeusement dans toutes les flaques qu'il trouve. Il s'amuse aussi à faire naviguer une feuille dans le petit torrent du caniveau. Un escargot avance très lentement sur le trottoir devenu tout luisant de pluie. Gabriel ouvre alors un grand parapluie rouge pour continuer sa promenade au sec. De retour chez lui, trempe mais radieux, il raconte son aventure à sa maman. Celle-ci lui prépare aussitôt une serviette bien chaude et un bon goûter.;;;;;;
24694;question;Que fait Gabriel au début de l'histoire ?;il joue dehors;il dort;il fait ses devoirs;il regarde la télévision;24693;L
24695;question;Qu'envahit soudain le ciel ?;de gros nuages noirs;un arc-en-ciel;un soleil éclatant;de la brume légère;24693;L
24696;question;Que fait Gabriel avant que la pluie ne redouble ?;il enfile ses bottes et son imperméable;il rentre immédiatement;il continue de jouer sans se protéger;il appelle sa maman;24693;L
24697;question;De quelle couleur sont les bottes de Gabriel ?;jaunes;rouges;bleues;vertes;24693;L
24698;question;Que fait Gabriel dès les premières gouttes ?;il saute dans les flaques;il court se cacher;il pleure;il rentre tout de suite;24693;L
24699;question;Comment Gabriel saute-t-il dans les flaques ?;joyeusement;avec peur;à contrecoeur;sans y penser;24693;L
24700;question;Que fait naviguer Gabriel dans le caniveau ?;une feuille;un bateau en papier;une bille;un bâton;24693;L
24701;question;Quel animal avance lentement sur le trottoir ?;un escargot;une grenouille;un ver de terre;un chat;24693;L
24702;question;Comment est le trottoir à cause de la pluie ?;luisant;sec et poussiéreux;couvert de neige;recouvert de feuilles mortes;24693;L
24703;question;De quelle couleur est le parapluie de Gabriel ?;rouge;jaune;bleu;noir;24693;L
24704;question;Pourquoi Gabriel ouvre-t-il son parapluie ?;pour continuer sa promenade au sec;car il a trop froid;car il ne veut plus jouer;car sa maman le lui ordonne au téléphone;24693;L
24705;question;Comment Gabriel rentre-t-il chez lui ?;trempe mais radieux;sec et triste;en colère;malade;24693;L
24706;question;Que fait Gabriel en rentrant ?;il raconte son aventure à sa maman;il va directement se coucher;il se tait complètement;il repart aussitôt jouer dehors;24693;L
24707;question;Que prépare la maman de Gabriel ?;une serviette chaude et un goûter;un bain froid;rien de particulier;des vêtements secs seulement;24693;L
24708;question;Que porte Gabriel pour se protéger de la pluie ?;un imperméable;un manteau d'hiver;un chapeau de soleil;un maillot de bain;24693;L
24709;question;Où Gabriel joue-t-il au début ?;dehors;dans sa chambre;à la piscine;à l'école;24693;L
24710;question;"Que veut dire ""redouble"" dans le texte ?";devient encore plus fort;s'arrête complètement;reste identique;devient plus doux;24693;V
24711;question;"Que veut dire ""radieux"" dans le texte ?";très heureux, rayonnant de joie;très triste;malade;fatigué;24693;V
24712;question;Pourquoi Gabriel s'habille-t-il rapidement dès les premiers nuages ?;pour pouvoir continuer à jouer sous la pluie qui arrive;il a peur de l'orage;sa maman le gronde s'il ne le fait pas;il veut rentrer tout de suite;24693;I
24713;question;Qu'est-ce qui montre que Gabriel adore jouer sous la pluie ?;il rentre trempe mais radieux et raconte son aventure avec enthousiasme;il rentre en pleurant à cause du froid;il refuse de sortir malgré la pluie;il s'ennuie fortement dehors;24693;I
24714;passage;Julia construit une cabane en bois au fond du jardin avec l'aide de son papa. Pendant tout un week-end, ils clouent ensemble des planches de récupération pour former les murs. Julia peint elle-même la porte d'un joli bleu vif qu'elle a choisi. Son papa installe ensuite une petite fenêtre ronde pour laisser entrer la lumière. à l'intérieur, Julia range soigneusement ses jouets préfères sur une petite étagère. Un oiseau curieux vient parfois se poser sur le toit fraîchement construit. Fière de son travail, Julia invite sa meilleure amie à venir découvrir sa cabane. Les deux amies passent désormais tous leurs mercredis après-midi dans ce petit refuge.;;;;;;
24715;question;Où Julia construit-elle une cabane ?;au fond du jardin;dans la forêt;dans sa chambre;à l'école;24714;L
24716;question;Avec qui la construit-elle ?;son papa;sa maman;son frère;sa classe;24714;L
24717;question;Pendant combien de temps construisent-ils la cabane ?;tout un week-end;une seule heure;un mois entier;toute une semaine de classe;24714;L
24718;question;Avec quoi construisent-ils les murs ?;des planches de récupération;des cartons;des briques;des pierres;24714;L
24719;question;Qui peint la porte ?;Julia elle-même;son papa;personne, elle reste sans couleur;un artiste engage pour l'occasion;24714;L
24720;question;De quelle couleur Julia peint-elle la porte ?;bleu vif;rouge;vert;jaune;24714;L
24721;question;Qu'installe le papa de Julia ?;une petite fenêtre ronde;une cheminée;un toit en tuiles;une porte double;24714;L
24722;question;Pourquoi cette fenêtre est-elle installée ?;pour laisser entrer la lumière;pour laisser sortir la fumée;pour surveiller le jardin;sans raison particulière;24714;L
24723;question;Que range Julia dans la cabane ?;ses jouets préfères;ses vêtements;ses livres d'école;de la nourriture;24714;L
24724;question;Où range-t-elle ses jouets ?;sur une petite étagère;par terre;dans une valise;elle ne les range pas;24714;L
24725;question;Qu'est-ce qui se pose parfois sur le toit ?;un oiseau curieux;un chat;un écureuil;une abeille;24714;L
24726;question;Comment est le toit sur lequel se pose l'oiseau ?;fraîchement construit;très vieux et abîme;recouvert de neige;il n'y à pas de toit;24714;L
24727;question;Qui Julia invite-t-elle à découvrir sa cabane ?;sa meilleure amie;sa maîtresse;toute sa classe;personne;24714;L
24728;question;Comment Julia se sent-elle en montrant son travail ?;fière;déçue;gênée;indifférente;24714;L
24729;question;Quand les deux amies se retrouvent-elles désormais dans la cabane ?;tous les mercredis après-midi;seulement les week-ends;une fois par an;jamais, la cabane reste vide;24714;L
24730;question;Que construisent Julia et son papa ?;une cabane;une piscine;un potager;un garage;24714;L
24731;question;"Que veut dire ""planches de récupération"" dans le texte ?";du bois déjà utilise, réutilisé pour un nouveau projet;du bois neuf acheté en magasin;du plastique recycle;des planches en métal;24714;V
24732;question;"Que veut dire ""refuge"" dans le texte ?";un endroit ou l'on se sent bien et protège;un endroit dangereux;un endroit interdit d'accès;un endroit très bruyant;24714;V
24733;question;Pourquoi Julia peint-elle elle-même la porte de la cabane ?;pour personnaliser son espace à son goût;parce que son papa le lui impose;parce que c'est plus rapide;pour cacher un défaut du bois;24714;I
24734;question;Qu'est-ce qui montre que la cabane est devenue importante pour Julia ?;elle y passe désormais tous ses mercredis avec son amie;elle n'y retourne jamais;elle préfère jouer ailleurs;elle a fini par la démonter;24714;I
24735;passage;Victor participe à une grande chasse au trésor organisée par sa mamie pour son anniversaire. Dès le début, il reçoit une carte mystérieuse couverte d'indices écrits à l'encre violette. Le premier indice le conduit sous le grand chêne qui trône au milieu du jardin. Là-bas, Victor découvre une petite boite en bois contenant un nouvel indice. Le deuxième indice l'envoie ensuite près de la vieille fontaine de pierre. Victor court partout dans le jardin, de plus en plus excite par sa recherche. Finalement, il découvre un coffre en bois rempli de bonbons et de petits jouets. Ravi de sa découverte, Victor partage aussitôt son trésor avec tous ses cousins.;;;;;;
24736;question;Qui organise la chasse au trésor ?;sa mamie;sa maîtresse;son papa;un ami;24735;L
24737;question;À quelle occasion cette chasse au trésor est-elle organisée ?;l'anniversaire de Victor;la fête de l'école;Noël;sans occasion particulière;24735;L
24738;question;Que reçoit Victor pour commencer ?;une carte mystérieuse;une pelle;un plan de la ville;un livre;24735;L
24739;question;Avec quoi les indices sont-ils écrits ?;de l'encre violette;un crayon gris;de la peinture rouge;ils sont tapés à l'ordinateur;24735;L
24740;question;Où le premier indice conduit-il Victor ?;sous le grand chêne;derrière la maison;dans le garage;dans sa chambre;24735;L
24741;question;Que trouve Victor sous le chêne ?;une boite en bois avec un indice;rien du tout;un animal;un autre enfant;24735;L
24742;question;Où l'envoie le deuxième indice ?;près de la vieille fontaine;dans la cuisine;sous un banc;dans le potager;24735;L
24743;question;Comment Victor se sent-il pendant sa recherche ?;de plus en plus excité;de plus en plus déçu;indifférent;fatigué et ennuyé;24735;L
24744;question;Où Victor court-il pendant la chasse au trésor ?;partout dans le jardin;seulement dans la maison;il reste immobile;dans la rue;24735;L
24745;question;Que découvre Victor à la fin ?;un coffre rempli de bonbons et de jouets;une boite vide;un livre ancien;un jouet casse;24735;L
24746;question;En quoi est fait le coffre ?;en bois;en métal;en carton;en plastique;24735;L
24747;question;Comment Victor se sent-il en trouvant le trésor ?;ravi;déçu;indifférent;fatigué;24735;L
24748;question;Avec qui Victor partage-t-il son trésor ?;ses cousins;sa classe;personne;ses voisins;24735;L
24749;question;Où se passe cette chasse au trésor ?;dans le jardin;en forêt;à l'école;à la plage;24735;L
24750;question;Qu'est-ce qui guide Victor pendant le jeu ?;une carte avec des indices;une boussole;un livre de contes;un téléphone;24735;L
24751;question;Qui a préparé les indices de la chasse au trésor ?;la mamie de Victor;Victor lui-même;un ami de la famille;personne, ils étaient déjà la;24735;L
24752;question;"Que veut dire ""trône"" dans le texte ?";occupe une place centrale et importante;est caché dans un coin;est très petit;est en train de tomber;24735;V
24753;question;"Que veut dire ""ravi"" dans le texte ?";très content, enchanté;déçu;fatigué;en colère;24735;V
24754;question;Pourquoi Victor court-il de plus en plus vite pendant le jeu ?;l'excitation de la recherche grandit à chaque indice trouve;il est en retard pour un rendez-vous;il a peur de quelque chose;il veut simplement faire de l'exercice;24735;I
24755;question;Qu'est-ce qui montre que Victor aime partager ses joies avec les autres ?;il partage son trésor avec tous ses cousins;il cache le trésor pour lui seul;il refuse de montrer sa découverte;il jette les bonbons trouvés;24735;I
24756;passage;Rosa assiste à un spectacle de magie impressionnant lors de la fête annuelle de son village. Sur scène, le magicien porte un grand chapeau noir et une cape aux reflets étincelants. D'un geste théâtral, il fait disparaître complètement une colombe blanche sous les yeux ébahis du public. Rosa n'en croit pas ses yeux et se demande comment un tel tour est possible. Le magicien sort ensuite un lapin tout blanc de son fameux chapeau. A la surprise générale, il invite Rosa à monter sur scène pour participer à un tour. Rosa choisit une carte sans la montrer, et le magicien devine son choix exact. Rosa redescend de scène complètement émerveillée par cette expérience magique.;;;;;;
24757;question;Où Rosa assiste-t-elle au spectacle ?;la fête annuelle du village;au cirque;à l'école;au théâtre municipal;24756;L
24758;question;Que porte le magicien ?;un grand chapeau noir et une cape;une cape rouge seulement;des lunettes;un costume blanc simple;24756;L
24759;question;Comment est la cape du magicien ?;aux reflets étincelants;toute simple et grise;déchirée;invisible;24756;L
24760;question;Que fait disparaître le magicien en premier ?;une colombe blanche;une pièce de monnaie;un foulard;une carte;24756;L
24761;question;Comment le public réagit-il à cette disparition ?;il est ébahi;il est indifférent;il rit fort;il quitte la salle;24756;L
24762;question;Que se demande Rosa après ce tour ?;comment un tel tour est possible;si le spectacle est terminé;quelle heure il est;si elle peut partir;24756;L
24763;question;Que sort le magicien de son chapeau ensuite ?;un lapin tout blanc;un chat;un oiseau;une fleur;24756;L
24764;question;Qui le magicien invite-t-il sur scène ?;Rosa;un autre enfant;personne;le maire du village;24756;L
24765;question;Comment cette invitation est-elle accueillie ?;avec surprise générale;avec indifférence totale;avec de la déception;avec de la colère;24756;L
24766;question;Que choisit Rosa pendant le tour ?;une carte;un numéro;une couleur;un objet dans une boite;24756;L
