id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25778;question;Avec qui Simon va-t-il voir le spectacle ?;sa classe;ses parents;son grand frère;seul;25777;L
25779;question;Où se trouve le théâtre de marionnettes ?;sur la place du village;à l'école;au parc;dans un grand théâtre en ville;25777;L
25780;question;Sur quoi les enfants s'installent-ils ?;de petits bancs en bois;des chaises pliantes;l'herbe;des coussins;25777;L
25781;question;De quelle couleur est le rideau ?;rouge;bleu;vert;jaune;25777;L
25782;question;Comment sont habillées les deux premières marionnettes ?;en costumes de chevaliers;en costumes de pirates;en costumes d'animaux;en costumes de princesses;25777;L
25783;question;Que doit faire le jeune chevalier de l'histoire ?;sauver un dragon devenu son ami;combattre un autre chevalier;trouver un trésor cache;traverser une rivière;25777;L
25784;question;Pourquoi Simon rit-il beaucoup ?;le dragon se met à danser maladroitement;le chevalier tombe;les marionnettes se cassent;le rideau tombe par erreur;25777;L
25785;question;Que demande le marionnettiste aux enfants ?;de crier ensemble pour prévenir le chevalier;de rester silencieux;de sortir de la salle;d'applaudir doucement;25777;L
25786;question;Comment Simon réagit-il à cette demande ?;il crie très fort;il reste muet;il a peur de crier;il quitte la salle;25777;L
25787;question;Que montre le marionnettiste à la fin du spectacle ?;comment fonctionnent les fils des marionnettes;comment fabriquer un costume;comment écrire une histoire;comment construire une scène;25777;L
25788;question;Comment Simon repart-il du spectacle ?;enchanté;déçu;fatigué et triste;en colère;25777;L
25789;question;Que veut déjà faire Simon à la maison ?;fabriquer sa propre marionnette;regarder le même spectacle à nouveau;dessiner un dragon;écrire une lettre au marionnettiste;25777;L
25790;question;Que veut dire 'captive' à propos de Simon regardant le spectacle ?;totalement absorbé et intéresse;totalement indifférent;endormi;effrayé;25777;V
25791;question;Que veut dire 'inattendu' à propos de l'amitié entre le chevalier et le dragon ?;surprenant, que l'on n'attendait pas;prévu depuis le début;impossible à réaliser;sans importance;25777;V
25792;question;Que veut dire 'maladroitement' à propos de la danse du dragon ?;sans grâce, de façon un peu ratée;avec beaucoup de grâce;très rapidement;avec force;25777;V
25793;question;Que veut dire 'enchante' à propos de Simon en repartant ?;très content, ravi;très déçu;indifférent;fatigué;25777;V
25794;question;Pourquoi Simon rit-il en voyant le dragon danser maladroitement ?;la scène est comique et inattendue;il se moque du marionnettiste;il a peur du dragon;il ne comprend pas l'histoire;25777;I
25795;question;Qu'est-ce qui montre que Simon à beaucoup aime le spectacle ?;il repart enchanté et veut fabriquer sa propre marionnette;il s'endort pendant la représentation;il demande à partir avant la fin;il critique l'histoire racontée;25777;I
25796;question;Pourquoi le marionnettiste montre-t-il les fils aux enfants à la fin ?;pour leur expliquer comment fonctionne cet art et satisfaire leur curiosité;car le spectacle s'est mal déroule;car les enfants le demandent avec insistance;car les fils se sont cassés;25777;I
25797;question;Que peut-on déduire de l'effet de ce spectacle sur Simon ?;il a suscité chez lui une nouvelle envie créative;il n'a eu aucun effet sur lui;il l'a rendu triste;il l'a dégoûté des marionnettes;25777;I
25798;passage;Emma participe cette année à la chorale de son école, tous les mardis après la classe. Elle adore chanter depuis toute petite. Chaque semaine, la maîtresse de musique apprend aux enfants une nouvelle chanson en plusieurs voix différentes. Emma chante dans le groupe des aigus. Aujourd'hui, la chorale prépare un grand concert de fin d'année qui aura lieu dans la salle des fêtes du village. Tout le monde est un peu nerveux. Emma répète sa partition tous les soirs à la maison, devant le miroir de sa chambre. Elle veut absolument ne faire aucune erreur. Le jour du concert arrive enfin, et Emma enfile la tenue blanche demandée par la maîtresse de musique pour tous les enfants. Sur scène, Emma sent son coeur battre très fort en voyant tout le public installé devant elle. Elle cherche ses parents du regard. Dès les premières notes, Emma oublie son trac et se concentre uniquement sur le plaisir de chanter avec ses camarades. à la fin du concert, les applaudissements du public remplissent toute la salle. Emma est fière d'avoir participé à ce beau moment.;;;;;;
25799;question;Quel jour a lieu la chorale d'Emma ?;le mardi;le lundi;le mercredi;le vendredi;25798;L
25800;question;Depuis quand Emma aime-t-elle chanter ?;depuis toute petite;depuis cette année seulement;elle n'aime pas vraiment chanter;depuis le concert;25798;L
25801;question;Qui apprend les chansons aux enfants ?;la maîtresse de musique;le directeur de l'école;les parents;personne, ils apprennent seuls;25798;L
25802;question;Dans quel groupe chante Emma ?;le groupe des aigus;le groupe des graves;elle chante seule;elle ne chante pas encore;25798;L
25803;question;Que prépare la chorale aujourd'hui ?;un concert de fin d'année;un examen de musique;une sortie scolaire;un film;25798;L
25804;question;Où aura lieu ce concert ?;dans la salle des fêtes du village;à l'école;chez Emma;dans un grand théâtre en ville;25798;L
25805;question;Que fait Emma tous les soirs à la maison ?;elle répète sa partition devant le miroir;elle regarde la télévision;elle oublie complètement la chorale;elle dessine des costumes;25798;L
25806;question;Que veut absolument Emma ?;ne faire aucune erreur;arriver en retard;changer de groupe;arrêter la chorale;25798;L
25807;question;Que porte Emma le jour du concert ?;une tenue blanche;sa tenue de tous les jours;un costume rouge;un déguisement;25798;L
25808;question;Que ressent Emma sur scène en voyant le public ?;son coeur bat très fort;elle ne ressent rien de particulier;elle a envie de partir;elle s'endort presque;25798;L
25809;question;Que fait Emma dès les premières notes ?;elle oublie son trac;elle se trompe de chanson;elle quitte la scène;elle pleure;25798;L
25810;question;Que se passe-t-il à la fin du concert ?;les applaudissements remplissent la salle;personne n'applaudit;le concert est annulé;Emma part avant la fin;25798;L
25811;question;Que veut dire 'nerveux' à propos des enfants avant le concert ?;un peu inquiets, tendus par l'événement;totalement calmes;très joyeux uniquement;indifférents;25798;V
25812;question;Que veut dire 'trac' dans le texte ?;une peur ou un stress avant de se produire en public;une grande joie;une chanson particulière;un costume de scène;25798;V
25813;question;Que veut dire 'partition' dans le texte ?;le texte et la musique d'une chanson à apprendre;un instrument de musique;un costume de scène;une salle de concert;25798;V
25814;question;Que veut dire 'aigus' à propos du groupe de voix d'Emma ?;des voix hautes;des voix graves et basses;des voix qui ne chantent pas;des instruments de musique;25798;V
25815;question;Pourquoi Emma répète-t-elle sa partition tous les soirs ?;elle veut être bien préparée pour le concert;sa maîtresse l'y oblige chaque jour;elle a oublié les paroles à l'école;elle n'a rien d'autre à faire le soir;25798;I
25816;question;Qu'est-ce qui aide Emma à oublier son trac sur scène ?;le plaisir de chanter avec ses camarades;la présence du public uniquement;le fait de porter une jolie tenue;l'absence de ses parents dans la salle;25798;I
25817;question;Pourquoi Emma cherche-t-elle ses parents du regard avant de chanter ?;leur présence la rassure avant l'épreuve du concert;elle a oublié ses paroles et veut de l'aide;elle veut leur faire signe de partir;elle ne les à pas vus entrer dans la salle;25798;I
25818;question;Que peut-on déduire du parcours d'Emma à travers cette expérience de chorale ?;elle gagne en confiance et en plaisir malgré son stress initial;elle regrette d'avoir participé à la chorale;elle n'aime pas du tout chanter en public;elle abandonne la chorale après le concert;25798;I
25819;passage;L'école de Nathan organise une grande journée sportive dans le stade municipal, juste avant les vacances d'été. Tous les élèves participent. Le matin commence par une course de vitesse sur la piste, ou Nathan s'aligne avec ses camarades de classe. Il est un peu stressé. Au signal du départ, Nathan court de toutes ses forces jusqu'à la ligne d'arrivée. Il termine troisième de sa course, très satisfait. Ensuite, les élèves participent à un concours de saut en longueur sur le sable fin du bac à sable aménagé pour l'occasion. Nathan prend un bon élan avant de sauter le plus loin possible. Son saut impressionne même sa maîtresse de sport. A midi, tous les enfants déjeunent ensemble sur l'herbe, assis en petits groupes joyeux. Nathan partage son goûter avec ses amis. L'après-midi est consacré à un grand relais par équipes, ou chaque enfant doit courir à son tour en passant un témoin. Nathan court le dernier relais de son équipe et franchit la ligne d'arrivée en premier. Toute son équipe le félicite chaleureusement.;;;;;;
25820;question;Où a lieu la journée sportive ?;dans le stade municipal;dans la cour de l'école;au parc;à la piscine;25819;L
25821;question;Quand a lieu cette journée ?;juste avant les vacances d'été;juste après la rentrée;en hiver;pendant les vacances;25819;L
25822;question;Par quoi commence la matinée ?;une course de vitesse;un match de football;une course de sac;un tournoi d'échecs;25819;L
25823;question;Comment Nathan se sent-il avant sa course ?;un peu stressé;totalement calme;très fatigué;en colère;25819;L
25824;question;À quelle place Nathan termine-t-il sa course ?;troisième;premier;dernier;il abandonne la course;25819;L
25825;question;À quel concours les élèves participent-ils ensuite ?;le saut en longueur;le lancer de poids;la course de haies;la natation;25819;L
25826;question;Sur quoi se déroule le saut en longueur ?;sur du sable fin;sur de l'herbe;sur du bitume;dans l'eau;25819;L
25827;question;Que fait Nathan avant de sauter ?;il prend un bon élan;il s'assoit un instant;il change de chaussures;il attend longtemps;25819;L
25828;question;Où les enfants déjeunent-ils à midi ?;sur l'herbe;dans la cantine;chez eux;dans le bus;25819;L
25829;question;Que fait Nathan avec son goûter ?;il le partage avec ses amis;il le mange seul;il le donne à la maîtresse;il le garde pour le soir;25819;L
25830;question;À quoi est consacré l'après-midi ?;un grand relais par équipes;un tournoi de basket;une chasse au trésor;un spectacle de danse;25819;L
25831;question;Que doit faire chaque enfant durant le relais ?;courir à son tour en passant un témoin;attendre sans bouger;encourager les autres seulement;compter les points;25819;L
25832;question;Que veut dire 'élan' dans le texte, à propos du saut ?;une accumulation de vitesse avant de sauter;un arrêt complet avant de sauter;un signal de départ;un type de chaussure de sport;25819;V
25833;question;Que veut dire 'satisfait' à propos de Nathan après sa course ?;content du résultat obtenu;déçu du résultat obtenu;indifférent au résultat;en colère contre lui-même;25819;V
25834;question;Que veut dire 'témoin' dans le texte, à propos du relais ?;un petit bâton que l'on se transmet en courant;une personne qui regarde la course;un chronomètre;une médaille;25819;V
25835;question;Que veut dire 'chaleureusement' à propos des félicitations de l'équipe ?;avec beaucoup d'enthousiasme et de sincérité;froidement et sans entrain;avec indifférence;avec moquerie;25819;V
25836;question;Pourquoi Nathan est-il un peu stressé avant sa course de vitesse ?;il veut bien faire devant ses camarades;il n'aime pas du tout courir;il a peur de tomber;il n'a pas envie de participer;25819;I
25837;question;Qu'est-ce qui montre que le saut de Nathan est réussi ?;il impressionne même sa maîtresse de sport;il termine dernier du concours;il refuse de recommencer;personne ne le remarque;25819;I
25838;question;Pourquoi toute l'équipe félicite-t-elle Nathan à la fin du relais ?;il a permis à son équipe de franchir la ligne en premier;il a fait tomber un adversaire;il a triché pendant la course;il a refusé de courir au début;25819;I
25839;question;Que peut-on déduire de l'attitude de Nathan tout au long de cette journée sportive ?;il s'investit avec sérieux et enthousiasme dans chaque épreuve;il ne participe qu'à contrecoeur;il préfère rester spectateur;il se dispute avec ses camarades;25819;I
25840;passage;L'école de Sara installe un grand parcours d'obstacles dans la cour pendant la semaine du sport. Sara est impatiente d'essayer. Le parcours commence par une série de gros pneus poses au sol, où il faut poser un pied dans chacun sans trébucher. Sara traverse les pneus avec beaucoup de concentration, en levant bien haut les genoux à chaque pas. Elle ne trébuche pas une seule fois. Elle arrive ensuite devant un mur d'escalade très bas, spécial pour les élèves de son âge. Elle grimpe rapidement jusqu'en haut. Après le mur, Sara doit ramper sous un long filet tendu près du sol. La terre est un peu humide sous ses mains. Elle se relève ensuite pour franchir une rangée de haies basses en sautant par-dessus chacune d'elles sans les toucher. Le dernier obstacle est une poutre en bois sur laquelle Sara doit marcher en gardant l'équilibre jusqu'au bout. Sara termine le parcours sans la moindre erreur et lève les bras en signe de victoire. Sa maîtresse la félicite chaleureusement.;;;;;;
25841;question;Où est installé le parcours d'obstacles ?;dans la cour de l'école;au stade municipal;au parc;à la piscine;25840;L
25842;question;Pendant quelle semaine ce parcours est-il installe ?;la semaine du sport;la semaine de la lecture;la semaine des sciences;la semaine des arts;25840;L
25843;question;Par quoi commence le parcours ?;des pneus poses au sol;un mur d'escalade;une poutre en bois;des haies;25840;L
25844;question;Que fait Sara en traversant les pneus ?;elle lève bien haut les genoux;elle rampe au sol;elle saute à pieds joints;elle marche très lentement;25840;L
25845;question;Devant quoi Sara arrive-t-elle ensuite ?;un mur d'escalade très bas;une piscine;un grand trampoline;une rivière;25840;L
25846;question;Comment est ce mur d'escalade ?;spécial pour les élèves de son âge;très haut et difficile;fait de corde uniquement;impossible à grimper;25840;L
25847;question;Que doit faire Sara après le mur ?;ramper sous un long filet;sauter par-dessus un trou;grimper à une corde;traverser une rivière;25840;L
25848;question;Comment est la terre sous ses mains en rampant ?;un peu humide;totalement sèche;gelée;recouverte de sable;25840;L
25849;question;Que fait Sara après avoir rampé ?;elle franchit des haies basses en sautant;elle s'arrête pour se reposer;elle recommence le parcours;elle abandonne;25840;L
25850;question;Quel est le dernier obstacle du parcours ?;une poutre en bois;un filet à ramper;un mur d'escalade;des pneus;25840;L
25851;question;Que doit faire Sara sur la poutre ?;garder l'équilibre en marchant dessus;sauter par-dessus;ramper dessous;s'asseoir dessus;25840;L
25852;question;Comment Sara termine-t-elle le parcours ?;sans la moindre erreur;en tombant plusieurs fois;en abandonnant à mi-parcours;en pleurant de fatigue;25840;L
25853;question;Que veut dire 'trébucher' dans le texte ?;perdre l'équilibre et faillir tomber;courir très vite;s'arrêter volontairement;sauter très haut;25840;V
25854;question;Que veut dire 'ramper' dans le texte ?;avancer au sol sur le ventre;sauter par-dessus un obstacle;courir très vite;marcher normalement;25840;V
25855;question;Que veut dire 'chaleureusement' à propos des félicitations de la maîtresse ?;avec beaucoup d'enthousiasme et de sincérité;froidement;avec indifférence;avec moquerie;25840;V
25856;question;Que veut dire 'impatiente' au début du texte, à propos de Sara ?;très pressée, avec hâte de commencer;totalement indifférente;un peu inquiété;fatiguée d'avance;25840;V
25857;question;Pourquoi Sara lève-t-elle bien haut les genoux en traversant les pneus ?;pour éviter de trébucher dans les pneus;pour aller plus vite possible;car sa maîtresse le lui demande sans raison;car les pneus sont très hauts;25840;I
25858;question;Qu'est-ce qui montre que Sara maîtrise bien ce parcours ?;elle le termine sans la moindre erreur;elle tombe à chaque obstacle;elle abandonne avant la fin;elle refuse de continuer;25840;I
25859;question;Pourquoi Sara lève-t-elle les bras à la fin du parcours ?;elle est fière d'avoir réussi sans erreur;elle demande de l'aide;elle a mal aux bras;elle veut arrêter le parcours;25840;I
25860;question;Que peut-on déduire des capacités physiques de Sara à travers cette histoire ?;elle est agile, concentrée et bien coordonnée;elle a beaucoup de difficultés en sport;elle n'aime pas les activités physiques;elle préfère rester spectatrice;25840;I
25861;passage;Adam passe une journée entière au parc aquatique avec toute sa famille pendant les vacances d'été. Il attend ce jour depuis longtemps. Dès l'entrée, Adam aperçoit un immense toboggan bleu qui serpente tout autour du parc. Il veut absolument l'essayer en premier. Sa maman lui rappelle les règles de sécurité avant de le laisser filer vers la file d'attente du grand toboggan. Une fois en haut, Adam hésite quelques secondes avant de se laisser glisser tout en bas dans un grand cri de joie. L'eau du bassin d'arrivée est fraîche et l'éclabousse complètement en touchant l'eau. Adam remonte aussitôt pour recommencer. Après plusieurs descentes, toute la famille se retrouve dans la piscine à vagues pour se détendre un peu ensemble. Adam et son petit frère s'amusent à sauter dans chaque nouvelle vague qui arrive, en riant aux éclats. En fin d'après-midi, épuisé mais très heureux, Adam savoure une glace en racontant sa journée incroyable à ses parents.;;;;;;
25862;question;Où Adam passe-t-il sa journée ?;au parc aquatique;à la piscine municipale;à la plage;au lac;25861;L
25863;question;Quand cette journée a-t-elle lieu ?;pendant les vacances d'été;pendant l'hiver;un jour d'école;un jour de pluie;25861;L
25864;question;Que voit Adam dès l'entrée ?;un immense toboggan bleu;une grande piscine ronde;un manège;un stand de nourriture;25861;L
25865;question;Que rappelle la maman d'Adam avant qu'il ne parte ?;les règles de sécurité;l'heure du déjeuner;de ne pas courir;de rester avec elle;25861;L
25866;question;Où Adam se dirige-t-il après cela ?;vers la file d'attente du toboggan;vers la sortie;vers le stand de glaces;vers la voiture;25861;L
25867;question;Que fait Adam en haut du toboggan ?;il hésite puis se laisse glisser;il redescend par les escaliers;il attend son papa;il refuse de glisser;25861;L
25868;question;Comment est l'eau du bassin d'arrivée ?;fraîche;très chaude;sale;gelée;25861;L
25869;question;Que fait Adam après sa première descente ?;il remonte pour recommencer;il rentre à la maison;il va se reposer;il pleure de peur;25861;L
25870;question;Où se retrouve toute la famille après plusieurs descentes ?;dans la piscine à vagues;au restaurant;dans la voiture;sur le parking;25861;L
25871;question;Que font Adam et son petit frère dans cette piscine ?;ils sautent dans chaque vague;ils restent immobiles;ils construisent un château de sable;ils pleurent;25861;L
25872;question;Comment Adam se sent-il en fin d'après-midi ?;épuise mais très heureux;en pleine forme;triste et déçu;en colère;25861;L
25873;question;Que savoure Adam à la fin de la journée ?;une glace;un sandwich;une soupe chaude;rien du tout;25861;L
25874;question;Que veut dire 'serpente' à propos du toboggan ?;forme des courbes comme un serpent;va tout droit sans virage;est totalement immobile;est très court;25861;V
25875;question;Que veut dire 'éclabousse' dans le texte ?;projette de l'eau autour;reste totalement calme;s'évapore rapidement;gelé instantanément;25861;V
25876;question;Que veut dire 'épuise' à propos d'Adam en fin de journée ?;très fatigué;en pleine forme;affame uniquement;malade;25861;V
25877;question;Que veut dire 'aux éclats' à propos des rires des enfants ?;des rires très forts et joyeux;des pleurs silencieux;des chuchotements;des cris de peur;25861;V
25878;question;Pourquoi Adam hésite-t-il quelques secondes en haut du toboggan ?;la hauteur l'impressionne un peu avant de se lancer;il a changé d'avis et veut redescendre;il attend son petit frère;le toboggan est fermé momentanément;25861;I
25879;question;Qu'est-ce qui montre qu'Adam a adoré le toboggan ?;il remonte aussitôt pour recommencer;il refuse d'y retourner;il pleure après sa descente;il préfère rester dans la piscine à vagues;25861;I
25880;question;Pourquoi la maman d'Adam rappelle-t-elle les règles de sécurité avant qu'il ne parte ?;elle veut s'assurer qu'il profite du parc en toute sécurité;elle ne fait pas confiance à Adam;le personnel du parc l'y oblige à chaque fois;elle a peur de la foule;25861;I
25881;question;Que peut-on déduire de la journée vécue par Adam et sa famille ?;c'est une journée de détente et de plaisir partagée en famille;c'est une journée stressante pour tous;Adam préfère rester seul de son côté;la famille s'ennuie pendant la journée;25861;I
25882;passage;Léna visite pour la première fois un grand parc d'attractions avec ses parents et sa cousine. Elle est très impatiente de tout découvrir. Dès l'entrée, Léna aperçoit au loin les rails immenses et tordus d'un grand huit impressionnant. Elle sent son coeur s'accélérer. Sa cousine, plus grande qu'elle, la rassure et lui propose de faire ce grand huit ensemble pour son premier tour. Elles font la queue pendant un long moment, en observant les wagons filer à toute vitesse au-dessus de leurs têtes. Une fois assise dans le wagon, Léna serre très fort la barre de sécurité avec ses deux mains. Son coeur bat très vite. Le wagon grimpe lentement tout en haut de la première montée, puis plonge soudainement à toute vitesse vers le bas. Léna hurle de peur et de joie mélangées pendant toute la descente, les cheveux totalement décoiffés par le vent. à la fin du tour, Léna descend du wagon les jambes un peu tremblantes mais le sourire jusqu'aux oreilles. Elle veut absolument y retourner.;;;;;;
25883;question;Où Léna se rend-elle pour la première fois ?;dans un grand parc d'attractions;au zoo;au parc aquatique;à la foire du village;25882;L
25884;question;Avec qui Léna visite-t-elle ce parc ?;ses parents et sa cousine;sa classe;ses grands-parents;seule;25882;L
25885;question;Que voit Léna dès l'entrée ?;les rails d'un grand huit;une grande roue;un carrousel;une piscine;25882;L
25886;question;Que propose la cousine de Léna ?;de faire le grand huit ensemble;de faire un manège plus calme;de rentrer à la maison;d'attendre dehors;25882;L
25887;question;Que font-elles pendant la file d'attente ?;elles observent les wagons filer;elles jouent à un jeu;elles mangent une glace;elles dorment;25882;L
25888;question;Que fait Léna avec ses mains une fois assise ?;elle serre fort la barre de sécurité;elle applaudit;elle se cache le visage;elle agite les bras;25882;L
25889;question;Que fait le wagon en premier ?;il grimpe lentement en haut de la montée;il plonge directement vers le bas;il tourne sur lui-même;il s'arrête brusquement;25882;L
25890;question;Que fait le wagon après la montée ?;il plonge soudainement à toute vitesse;il ralentit très doucement;il remonte à nouveau;il s'arrête complètement;25882;L
25891;question;Que fait Léna pendant la descente ?;elle hurle de peur et de joie;elle reste totalement silencieuse;elle ferme les yeux sans bouger;elle demande à s'arrêter;25882;L
25892;question;Que devient sa coiffure pendant la descente ?;ses cheveux sont décoiffés par le vent;ses cheveux restent parfaitement en place;elle perd son chapeau;rien ne change;25882;L
25893;question;Comment Léna descend-elle du wagon ?;les jambes un peu tremblantes;en courant très vite;en pleurant fort;sans aucune émotion;25882;L
25894;question;Que veut faire Léna à la fin du tour ?;y retourner;ne plus jamais remonter;aller se reposer;changer d'attraction uniquement;25882;L
25895;question;Que veut dire 'impressionnant' à propos du grand huit ?;qui provoque un fort sentiment, marquant;totalement banal;très petit;peu visible;25882;V
25896;question;Que veut dire 'décoiffés' à propos des cheveux de Léna ?;en désordre, ébouriffés;parfaitement coiffes;coupes courts;mouilles;25882;V
25897;question;Que veut dire 'tremblantes' à propos des jambes de Léna ?;qui tremblent légèrement sous l'effet de l'émotion;parfaitement immobiles et fermes;très fortes;endolories par la marche;25882;V
25898;question;Que veut dire 'rassure' à propos de la cousine de Léna ?;aide à calmer une inquiétude;fait peur davantage;ignore complètement;se moque gentiment;25882;V
25899;question;Pourquoi Léna serre-t-elle si fort la barre de sécurité ?;elle est impressionnée et cherche à se rassurer;elle a peur de perdre son téléphone;sa cousine le lui demande;la barre est instable;25882;I
25900;question;Qu'est-ce qui montre que Léna a finalement adoré cette expérience malgré sa peur ?;elle sourit largement et veut y retourner;elle refuse de remonter dans une attraction;elle pleure encore en descendant;elle demande à rentrer immédiatement;25882;I
25901;question;Pourquoi la cousine de Léna propose-t-elle de faire ce tour avec elle ?;pour l'accompagner et la rassurer pour ce premier grand huit;car elle n'a personne d'autre avec qui le faire;car ses parents le lui demandent;car elle n'aime pas les autres attractions;25882;I
25902;question;Que peut-on déduire du sentiment de Léna à la fin de cette journée ?;elle a surmonté sa peur et en garde un excellent souvenir;elle regrette d'être venue au parc;elle a eu très peur sans aucun plaisir;elle préfère ne plus jamais y retourner;25882;I
25903;passage;Paul se rend à la fête foraine installée sur la grande place avec son papi, comme chaque année au printemps. Il adore cette tradition. En arrivant, Paul repère immédiatement son manège préféré, orne de chevaux de bois colorés tournant lentement en musique. Il choisit un cheval blanc avec une crinière dorée et grimpe dessus avec l'aide de son papi. Il tient fermement la barre en métal. Le manège démarre doucement, puis prend progressivement de la vitesse en tournant au rythme d'une musique entraînante. Paul fait de grands signes de la main à son papi à chaque tour, en riant aux éclats. Son papi lui répond à chaque passage. Après le manège, ils se dirigent vers la grande roue installée un peu plus loin, illuminée de lumières multicolores. Une fois en haut de la grande roue, Paul observe toute la ville depuis les airs, émerveillé par cette vue impressionnante. En redescendant, Paul remercie chaleureusement son papi pour cette merveilleuse après-midi. Il attend déjà le printemps prochain.;;;;;;
25904;question;Où Paul se rend-il avec son papi ?;à la fête foraine;au zoo;au musée;à la piscine;25903;L
25905;question;Quand cette sortie a-t-elle lieu chaque année ?;au printemps;en hiver;en automne;à Noël;25903;L
25906;question;Que repère Paul en arrivant ?;son manège préféré;un stand de nourriture;la grande roue;un spectacle de magie;25903;L
25907;question;Que fait tourner le manège préféré de Paul ?;des chevaux de bois colorés;des voitures miniatures;des bateaux;des avions;25903;L
25908;question;Quel cheval choisit Paul ?;un cheval blanc à crinière dorée;un cheval noir;un cheval marron;il ne choisit pas de cheval;25903;L
25909;question;Qui aide Paul à grimper sur le cheval ?;son papi;un employé du manège;personne, il grimpe seul;sa maman;25903;L
25910;question;À quoi Paul se tient-il fermement ?;la barre en métal;la crinière du cheval;son papi;rien du tout;25903;L
25911;question;Comment démarre le manège ?;doucement, puis il accélère progressivement;très vite dès le début;il ne démarre pas;en faisant beaucoup de bruit;25903;L
25912;question;Que fait Paul à chaque tour ?;il fait des signes de la main à son papi;il ferme les yeux;il crie de peur;il reste immobile;25903;L
25913;question;Où vont-ils après le manège ?;vers la grande roue;vers la sortie;vers un stand de tir;vers un autre manège;25903;L
25914;question;Comment est illuminée la grande roue ?;de lumières multicolores;elle n'est pas illuminée;uniquement en blanc;en rouge uniquement;25903;L
25915;question;Que fait Paul en haut de la grande roue ?;il observe toute la ville depuis les airs;il ferme les yeux de peur;il regarde son téléphone;il s'endort;25903;L
25916;question;Que veut dire 'orne' à propos du manège ?;décore, embelli;totalement vide;abîme;éteint;25903;V
25917;question;Que veut dire 'entraînante' à propos de la musique du manège ?;qui donne envie de bouger, de danser;très triste et lente;totalement silencieuse;effrayante;25903;V
25918;question;Que veut dire 'émerveille' à propos de Paul en haut de la grande roue ?;rempli d'admiration et d'étonnement;totalement indifférent;effrayé;ennuyé;25903;V
25919;question;Que veut dire 'chaleureusement' à propos de la manière dont Paul remercie son papi ?;avec beaucoup de sincérité et d'affection;froidement;avec indifférence;avec une pointe de moquerie;25903;V
25920;question;Pourquoi Paul fait-il des signes de la main à son papi pendant le manège ?;il veut partager sa joie avec lui à chaque passage;il demande de l'aide car il a peur;son papi le lui demande sans arrêt;il veut descendre du manège;25903;I
25921;question;Qu'est-ce qui montre que cette sortie est une tradition importante pour Paul ?;il dit adorer cette tradition et attend déjà l'année suivante;il oublie cette sortie dès le lendemain;il préfère rester à la maison chaque année;il n'aime pas la fête foraine;25903;I
25922;question;Pourquoi Paul est-il émerveille en haut de la grande roue ?;la vue sur la ville depuis les airs est impressionnante pour lui;il a peur du vide;il n'a jamais vu de grande roue;il attendait ce moment avec ennui;25903;I
25923;question;Que peut-on déduire de la relation entre Paul et son papi à travers cette histoire ?;ils partagent un moment complice et attendu chaque année;ils se voient rarement dans l'année;Paul préfère sortir avec ses amis;le papi s'ennuie pendant la sortie;25903;I
25924;passage;Iris passe la nuit chez ses grands-parents pour la toute première fois, sans ses parents. Elle est à la fois excitée et un peu nerveuse. En arrivant, sa mamie lui montre la petite chambre d'amis préparée spécialement pour elle, avec des draps à fleurs colorées. Avant le dîner, Iris aide son papi à arroser les plantes du jardin avec un petit arrosoir vert adapte à sa taille. Au dîner, mamie prépare le plat préféré d'Iris, des pâtés avec de la sauce tomate maison, ce qui fait très plaisir à la fillette. Après le repas, papi sort un vieux jeu de société qu'il jouait déjà lorsqu'il était enfant. Iris trouve ce jeu fascinant. Au moment du coucher, Iris ressent une petite pointe de nostalgie en pensant à ses parents restes à la maison. Mamie s'assoit alors près du lit et lui raconte une histoire douce jusqu'à ce qu'Iris s'endorme paisiblement. Le lendemain matin, Iris se réveille très contente et annonce à ses grands-parents qu'elle aimerait revenir très bientôt.;;;;;;
25925;question;Chez qui Iris passe-t-elle la nuit ?;ses grands-parents;sa tante;sa voisine;sa cousine;25924;L
25926;question;Est-ce la première fois qu'Iris fait cela sans ses parents ?;oui, c'est la toute première fois;non, c'est une habitude;non, elle le fait chaque semaine;on ne sait pas;25924;L
25927;question;Que montre mamie à Iris en arrivant ?;la petite chambre d'amis préparée pour elle;le jardin;la cuisine;le grenier;25924;L
25928;question;De quoi sont décorés les draps de son lit ?;de fleurs colorées;d'étoiles;d'animaux;ils sont unis;25924;L
25929;question;Que fait Iris avant le dîner ?;elle aide papi à arroser les plantes;elle regarde la télévision;elle fait ses devoirs;elle dort déjà;25924;L
25930;question;Que prépare mamie pour le dîner ?;des pâtés avec de la sauce tomate maison;de la soupe;une pizza;un gâteau uniquement;25924;L
25931;question;Comment Iris réagit-elle à ce repas ?;cela lui fait très plaisir;elle n'aime pas ce plat;elle refuse de manger;elle est indifférente;25924;L
25932;question;Que sort papi après le repas ?;un vieux jeu de société;un livre d'images;un puzzle;des cartes à jouer;25924;L
25933;question;Que ressent Iris au moment du coucher ?;une petite pointe de nostalgie;beaucoup de joie uniquement;de la colère;de la fatigue seulement;25924;L
25934;question;Que fait mamie pour aider Iris à s'endormir ?;elle lui raconte une histoire douce;elle allume la télévision;elle la laisse seule;elle chante très fort;25924;L
25935;question;Comment Iris se réveille-t-elle le lendemain ?;très contente;encore fatiguée et triste;en pleurant;avec de la fièvre;25924;L
